Symbol,現價,DPI,5D_DPI,Edge,防禦價,位階,戰術,板塊
GHM,94.61,63.64,0.0,-51.02,65.0,牛勢,⏳ 觀望,工業
GIB,73.44,60.59,67.76,-24.21,70.0,反彈,⏳ 觀望,科技
GII,76.5,28.65,63.83,-10.04,78.0,反彈,⏳ 觀望,指數基金
GIII,31.68,63.99,66.42,-38.56,25.0,牛勢,⏳ 觀望,消費
GIL,57.87,68.49,55.44,-31.39,55.0,反彈,⏳ 觀望,消費
GIS,34.76,64.52,67.16,-23.01,35.0,止跌回升,⏳ 觀望,Consumer Defensive
GKOS,122.1,67.68,60.31,-44.48,110.0,牛勢,⏳ 觀望,醫療
GL,152.13,63.18,59.23,-20.68,130.0,逆轉,⏳ 觀望,金融
GLAD,18.4,65.09,64.17,-24.81,17.5,逆轉,⏳ 觀望,金融
GLNK,8.18,44.24,64.46,-121.37,7.0,逆轉,⏳ 觀望,指數基金
GLOB,42.4,59.79,63.67,-58.03,40.0,反彈,⏳ 觀望,科技
GLP,46.59,78.88,0.0,-27.16,45.0,逆轉,⏳ 觀望,能源
GLPG,28.62,74.83,0.0,-29.7,30.0,止跌回升,⏳ 觀望,醫療
GLPI,47.28,76.82,66.69,-17.23,45.0,反彈,⏳ 觀望,Real Estate
GLUE,19.3,55.43,66.88,-86.07,20.0,牛勢,⏳ 觀望,醫療
GMAB,26.65,88.62,71.42,-33.52,25.0,反彈,⏳ 觀望,醫療
GME,25.49,62.38,58.56,-45.51,21.0,逆轉,⏳ 觀望,消費
GMED,93.63,70.47,72.22,-49.93,87.5,逆轉,⏳ 觀望,醫療
GNL,9.4,66.13,68.32,-22.49,7.5,反彈,⏳ 觀望,Real Estate
GNLX,2.58,75.07,61.04,-91.86,10.0,逆轉,⏳ 觀望,醫療
GNRC,220.33,70.76,64.75,-47.18,165.0,牛勢,⏳ 觀望,工業
GNTX,23.84,58.1,61.3,-29.32,20.0,逆轉,⏳ 觀望,消費
GNW,8.91,70.33,60.21,-27.89,7.0,逆轉,⏳ 觀望,金融
GOEX,85.68,71.68,0.0,-48.99,95.0,逆轉,⏳ 觀望,指數基金
GOGO,4.06,69.73,62.85,-74.8,4.0,反彈,⏳ 觀望,通訊
GOLD,47.22,52.65,64.28,-51.12,20.0,牛勢,⏳ 觀望,金融
GOOD,12.7,59.56,71.65,-20.64,10.0,逆轉,⏳ 觀望,房地產
GOOY,14.53,63.67,41.81,-22.46,13.0,牛勢,⏳ 觀望,指數基金
GOVT,22.9,71.29,67.65,-3.73,22.0,止跌回升,⏳ 觀望,指數基金
GOVZ,9.05,61.2,55.86,-16.7,9.0,止跌回升,⏳ 觀望,指數基金
GPC,106.56,69.22,66.37,-28.57,105.0,逆轉,⏳ 觀望,消費
GPGI,15.92,72.46,70.65,-48.41,15.0,止跌回升,⏳ 觀望,工業
GPIQ,55.04,71.63,58.0,-13.56,48.0,逆轉,⏳ 觀望,指數基金
GPIX,53.96,68.0,68.79,-10.61,51.0,逆轉,⏳ 觀望,指數基金
GPN,68.35,64.03,60.65,-37.24,65.0,逆轉,⏳ 觀望,工業
GRAL,54.93,66.14,63.82,-114.52,45.0,牛勢,⏳ 觀望,醫療
GRBK,70.89,67.96,46.71,-34.62,60.0,逆轉,⏳ 觀望,消費
GRC,76.0,73.83,70.53,-32.71,75.0,牛勢,⏳ 觀望,工業
GREK,70.08,77.06,0.0,-22.39,65.0,逆轉,⏳ 觀望,指數基金
GRMN,257.38,64.09,60.29,-30.21,260.0,牛勢,⏳ 觀望,科技
GRND,13.55,54.22,64.79,-45.3,9.0,牛勢,⏳ 觀望,科技
GRPN,14.74,62.06,60.61,-72.51,10.0,牛勢,⏳ 觀望,通訊
GS,936.5,57.12,66.1,-26.49,800.0,牛勢,⏳ 觀望,金融
GSBC,68.15,85.35,0.0,-27.34,60.0,逆轉,⏳ 觀望,金融
GSBD,9.68,50.28,63.27,-18.46,7.5,逆轉,⏳ 觀望,金融
GSEW,82.54,67.08,45.2,-12.63,85.0,反彈,⏳ 觀望,指數基金
GSIE,46.26,79.65,70.11,-13.47,34.0,反彈,⏳ 觀望,指數基金
GSIT,7.27,61.39,56.63,-141.13,5.0,牛勢,⏳ 觀望,科技
GSK,54.22,80.3,63.95,-26.72,50.0,反彈,⏳ 觀望,醫療
GSUS,89.6,55.12,86.67,-12.46,76.0,逆轉,⏳ 觀望,指數基金
GVA,125.74,42.61,60.31,-22.66,115.0,反彈,⏳ 觀望,工業
GVI,106.15,73.63,50.52,-2.5,105.0,止跌回升,⏳ 觀望,指數基金
GVIP,159.15,75.35,0.0,-17.81,137.0,逆轉,⏳ 觀望,指數基金
GVLU,25.24,91.44,0.0,-13.87,16.0,反彈,⏳ 觀望,指數基金
GWRE,136.57,65.27,60.42,-44.63,150.0,牛勢,⏳ 觀望,科技
GXC,95.33,68.11,49.72,-18.67,94.0,止跌回升,⏳ 觀望,指數基金
GYRE,7.44,70.44,0.0,-69.27,2.5,逆轉,⏳ 觀望,醫療
H,163.93,78.05,73.61,-32.62,140.0,牛勢,⏳ 觀望,消費
HAFC,26.49,45.19,76.98,-32.97,25.0,牛勢,⏳ 觀望,金融
HALO,64.5,72.99,68.34,-44.24,60.0,反彈,⏳ 觀望,醫療
HAS,94.7,60.94,60.17,-27.14,95.0,逆轉,⏳ 觀望,消費
HASI,41.76,77.0,67.83,-32.67,30.0,牛勢,⏳ 觀望,金融
HAYW,15.79,75.11,71.1,-29.54,14.0,牛勢,⏳ 觀望,工業
HBB,20.78,79.69,0.0,-61.69,12.5,牛勢,⏳ 觀望,消費
HBCP,64.1,75.93,0.0,-25.62,35.0,逆轉,⏳ 觀望,金融
HCA,445.77,72.86,70.83,-26.65,420.0,反彈,⏳ 觀望,醫療
HCC,87.47,70.96,57.95,-52.03,70.0,逆轉,⏳ 觀望,原物料
HCKT,12.88,64.41,60.72,-36.07,2.5,反彈,⏳ 觀望,科技
HCSG,21.68,75.11,70.14,-42.6,15.0,牛勢,⏳ 觀望,醫療
HE,15.33,71.96,71.06,-32.18,10.0,逆轉,⏳ 觀望,公用事業
HEEM,37.4,73.01,0.0,-16.2,29.0,逆轉,⏳ 觀望,指數基金
HEGD,24.47,85.06,52.77,-6.79,16.0,反彈,⏳ 觀望,指數基金
HEI,267.89,59.22,65.61,-29.84,260.0,止跌回升,⏳ 觀望,工業
HEWJ,59.86,41.95,92.17,-19.01,53.72,反彈,⏳ 觀望,指數基金
HFWA,27.48,86.03,86.03,-28.74,25.0,逆轉,⏳ 觀望,金融
HGER,31.93,82.66,72.65,-16.74,22.0,牛勢,⏳ 觀望,指數基金
HGTY,10.5,69.48,0.0,-37.99,12.5,逆轉,⏳ 觀望,金融
HGV,46.41,65.25,74.9,-38.05,45.0,牛勢,⏳ 觀望,消費
HHH,63.79,60.83,68.15,-29.32,60.0,反彈,⏳ 觀望,房地產
HIBS,30.15,66.21,0.0,-68.07,33.0,反彈,⏳ 觀望,指數基金
HIG,136.72,69.15,61.98,-18.28,130.0,反彈,⏳ 觀望,金融
HIMS,29.4,62.86,62.28,-100.17,30.5,牛勢,⏳ 觀望,醫療
HIPS,11.98,50.6,97.85,-10.19,11.0,反彈,⏳ 觀望,指數基金
HITI,2.56,65.49,60.58,-48.54,7.5,逆轉,⏳ 觀望,醫療
HIW,24.09,76.2,71.34,-25.73,35.0,逆轉,⏳ 觀望,Real Estate
HLF,16.46,62.53,52.87,-60.13,2.5,牛勢,⏳ 觀望,Consumer Defensive
HLI,159.64,80.12,69.26,-25.46,135.0,逆轉,⏳ 觀望,金融
HLIT,10.5,60.15,52.53,-35.74,7.5,牛勢,⏳ 觀望,科技
HLNE,89.47,65.35,49.52,-39.89,95.0,反彈,⏳ 觀望,金融
HMN,45.83,74.36,79.62,-19.93,22.5,逆轉,⏳ 觀望,金融
HMY,16.47,53.41,64.95,-63.65,16.0,牛勢,⏳ 觀望,Basic Materials
HNI,37.65,70.92,60.96,-31.45,30.0,牛勢,⏳ 觀望,消費
HODL,21.75,63.82,53.47,-43.15,23.0,牛勢,⏳ 觀望,指數基金
HOFT,12.67,61.9,0.0,-55.91,12.5,逆轉,⏳ 觀望,消費
HOG,22.97,75.02,73.98,-38.02,24.0,牛勢,⏳ 觀望,消費
HOPE,12.68,54.9,69.21,-28.13,10.0,牛勢,⏳ 觀望,金融
HP,38.66,62.81,66.21,-43.73,17.5,牛勢,⏳ 觀望,能源
HPE,28.63,59.97,67.18,-37.87,17.0,牛勢,⏳ 觀望,科技
HPQ,19.77,65.69,61.8,-33.54,18.0,逆轉,⏳ 觀望,科技
HR,18.39,53.94,65.9,-20.84,15.0,逆轉,⏳ 觀望,房地產
HRB,30.64,76.18,70.91,-31.28,30.0,逆轉,⏳ 觀望,消費
HRI,124.69,67.7,60.28,-60.56,100.0,牛勢,⏳ 觀望,工業
HRL,21.48,61.17,59.66,-26.67,20.0,反彈,⏳ 觀望,防禦性消費
HRMY,31.03,75.4,68.83,-42.48,25.0,牛勢,⏳ 觀望,醫療
HRTG,29.91,62.83,52.44,-57.84,22.5,牛勢,⏳ 觀望,金融
HSAI,23.4,82.21,56.14,-75.64,17.5,牛勢,⏳ 觀望,消費
HSBC,89.96,73.42,49.43,-24.57,88.0,逆轉,⏳ 觀望,金融
HSDT,2.12,65.88,51.34,-206.58,2.0,牛勢,⏳ 觀望,金融
HSIC,77.19,92.24,81.83,-26.46,65.0,反彈,⏳ 觀望,醫療
HST,21.08,72.19,71.56,-24.88,18.0,逆轉,⏳ 觀望,房地產
HSY,186.48,64.78,58.61,-26.61,180.0,止跌回升,⏳ 觀望,防禦性消費
HTH,36.83,65.28,68.93,-22.48,25.0,逆轉,⏳ 觀望,金融
HTLD,13.26,66.54,63.76,-39.98,10.0,牛勢,⏳ 觀望,工業
HUBB,555.37,60.1,59.57,-28.32,520.0,牛勢,⏳ 觀望,工業
HUBG,43.87,47.44,61.11,-39.61,35.0,牛勢,⏳ 觀望,工業
HUM,223.99,63.84,64.28,-48.77,195.0,牛勢,⏳ 觀望,醫療
HUN,13.73,63.87,69.5,-55.85,8.0,牛勢,⏳ 觀望,原物料
HWC,66.87,80.73,78.11,-26.47,65.0,逆轉,⏳ 觀望,金融
HWKN,170.98,74.46,73.43,-36.24,180.0,牛勢,⏳ 觀望,原物料
HXL,92.27,78.0,78.07,-30.43,105.0,牛勢,⏳ 觀望,工業
HYDR,52.77,60.03,0.0,-49.01,46.0,牛勢,⏳ 觀望,指數基金
HYEM,20.05,65.85,29.64,-4.28,20.0,止跌回升,⏳ 觀望,指數基金
HYG,80.46,72.62,61.04,-3.87,79.0,止跌回升,⏳ 觀望,指數基金
HYGH,86.31,66.96,0.0,-3.94,83.0,止跌回升,⏳ 觀望,指數基金
HYLB,36.77,78.38,70.28,-3.61,36.0,止跌回升,⏳ 觀望,指數基金
HYMB,25.2,66.88,61.22,-4.06,24.0,止跌回升,⏳ 觀望,指數基金
HYMC,38.55,61.67,60.1,-111.73,38.0,牛勢,⏳ 觀望,Basic Materials
HYS,93.8,54.44,67.88,-3.47,92.0,止跌回升,⏳ 觀望,指數基金
HZO,29.69,70.57,53.9,-55.51,25.0,牛勢,⏳ 觀望,消費
IAGG,50.33,70.0,70.1,-2.67,51.0,止跌回升,⏳ 觀望,指數基金
IART,10.69,69.54,58.88,-61.29,7.5,牛勢,⏳ 觀望,醫療
IAT,58.33,70.49,84.13,-22.15,57.0,逆轉,⏳ 觀望,指數基金
IBB,168.99,74.81,69.75,-20.91,160.0,反彈,⏳ 觀望,指數基金
IBBQ,28.95,62.57,0.0,-20.66,30.0,反彈,⏳ 觀望,指數基金
IBND,31.65,39.09,99.47,-8.05,22.0,止跌回升,⏳ 觀望,指數基金
IBOT,62.05,60.5,0.0,-21.04,43.0,牛勢,⏳ 觀望,指數基金
IBP,298.4,52.93,63.22,-44.49,270.0,牛勢,⏳ 觀望,消費
IBRX,7.27,64.13,53.84,-101.2,6.0,牛勢,⏳ 觀望,醫療
ICSH,50.58,69.93,50.94,-0.27,42.0,止跌回升,⏳ 觀望,指數基金
ICUI,122.87,58.59,67.62,-37.71,120.0,止跌回升,⏳ 觀望,醫療
ICVT,112.12,53.37,65.61,-13.2,99.0,逆轉,⏳ 觀望,指數基金
IDA,145.8,71.11,66.16,-16.18,110.0,逆轉,⏳ 觀望,公用事業
IDCC,361.95,57.96,62.21,-41.57,290.0,牛勢,⏳ 觀望,科技
IDGT,114.91,38.1,96.25,-18.69,110.0,牛勢,⏳ 觀望,指數基金
IDHQ,39.77,67.49,0.0,-16.78,25.0,逆轉,⏳ 觀望,指數基金
IEF,95.37,61.88,63.81,-4.86,94.0,止跌回升,⏳ 觀望,指數基金
IEFA,94.62,67.46,57.13,-14.09,87.0,反彈,⏳ 觀望,指數基金
IEMG,78.0,65.5,60.8,-17.81,76.0,逆轉,⏳ 觀望,指數基金
IESC,607.64,66.99,61.94,-61.95,480.0,牛勢,⏳ 觀望,工業
IETC,102.64,20.92,81.44,-20.83,98.0,牛勢,⏳ 觀望,指數基金
IEUR,74.52,70.26,51.98,-14.2,65.0,反彈,⏳ 觀望,指數基金
IFF,71.0,62.41,69.89,-28.55,70.0,逆轉,⏳ 觀望,Basic Materials
IFGL,23.14,73.32,0.0,-12.61,14.0,反彈,⏳ 觀望,指數基金
IFRA,61.3,75.9,68.84,-14.06,60.0,逆轉,⏳ 觀望,指數基金
IFV,27.37,33.69,98.31,-15.07,19.0,逆轉,⏳ 觀望,指數基金
IGF,67.3,53.38,63.93,-9.77,60.0,反彈,⏳ 觀望,指數基金
IGIB,53.5,61.28,66.88,-4.16,49.0,止跌回升,⏳ 觀望,指數基金
IGLD,25.26,47.44,62.03,-23.44,24.0,反彈,⏳ 觀望,指數基金
IGM,142.73,63.36,54.11,-20.14,147.0,牛勢,⏳ 觀望,指數基金
IGRO,87.98,63.41,0.0,-11.77,73.0,反彈,⏳ 觀望,指數基金
IGSB,52.64,85.62,66.67,-1.91,52.0,止跌回升,⏳ 觀望,指數基金
IGV,85.45,66.58,52.76,-25.22,80.0,逆轉,⏳ 觀望,指數基金
IHF,47.11,81.78,62.77,-22.53,40.0,逆轉,⏳ 觀望,指數基金
IHI,52.74,71.75,62.91,-15.64,53.0,止跌回升,⏳ 觀望,指數基金
IIIN,25.65,70.35,62.0,-44.28,19.0,反彈,⏳ 觀望,工業
IIPR,56.01,70.41,66.9,-37.8,50.0,牛勢,⏳ 觀望,房地產
IJH,72.85,60.83,66.89,-15.79,63.0,逆轉,⏳ 觀望,指數基金
IJK,108.99,66.34,60.58,-17.05,107.0,逆轉,⏳ 觀望,指數基金
IJR,136.52,66.58,47.11,-17.84,123.0,逆轉,⏳ 觀望,指數基金
IJS,129.07,61.51,48.27,-18.83,118.0,逆轉,⏳ 觀望,指數基金
ILCG,110.61,63.53,0.0,-16.6,112.0,牛勢,⏳ 觀望,指數基金
ILMN,129.65,64.75,63.39,-45.36,115.0,逆轉,⏳ 觀望,醫療
IMAX,37.16,88.92,85.07,-33.63,32.0,反彈,⏳ 觀望,通訊
IMCG,87.41,62.09,44.54,-15.36,82.0,逆轉,⏳ 觀望,指數基金
IMKTA,90.0,70.02,0.0,-25.27,70.0,牛勢,⏳ 觀望,防禦性消費
IMNM,23.48,74.71,64.45,-70.08,22.0,牛勢,⏳ 觀望,醫療
IMO,125.8,69.1,52.6,-24.75,100.0,牛勢,⏳ 觀望,能源
IMOS,43.45,61.77,0.0,-55.79,20.0,牛勢,⏳ 觀望,科技
IMTM,52.66,80.59,69.63,-16.16,50.0,逆轉,⏳ 觀望,指數基金
IMVT,28.62,67.16,64.92,-50.47,22.0,牛勢,⏳ 觀望,醫療
INBX,131.43,71.03,66.05,-101.24,105.0,牛勢,⏳ 觀望,醫療
INCY,95.72,83.25,71.04,-31.86,85.0,反彈,⏳ 觀望,醫療
INDA,49.4,70.09,65.61,-14.77,43.0,反彈,⏳ 觀望,指數基金
INDB,78.14,64.7,56.01,-27.14,70.0,逆轉,⏳ 觀望,金融
INDI,3.96,78.02,72.31,-76.63,3.0,牛勢,⏳ 觀望,科技
ING,28.05,72.92,63.28,-24.68,28.0,逆轉,⏳ 觀望,金融
INGN,7.26,63.49,14.49,-47.55,12.5,牛勢,⏳ 觀望,醫療
INGR,112.99,73.5,70.69,-16.46,110.0,反彈,⏳ 觀望,Consumer Defensive
INKM,32.56,96.8,0.0,-5.67,25.0,止跌回升,⏳ 觀望,指數基金
INSM,136.02,57.53,71.62,-49.8,130.0,止跌回升,⏳ 觀望,醫療
INSP,55.08,69.63,67.76,-74.4,90.0,逆轉,⏳ 觀望,醫療
INSW,80.66,60.88,61.89,-35.0,70.0,牛勢,⏳ 觀望,能源
INTF,37.76,61.71,64.05,-13.81,30.0,反彈,⏳ 觀望,指數基金
INTU,389.77,61.06,63.48,-36.17,360.0,逆轉,⏳ 觀望,科技
INVX,28.05,78.51,76.19,-39.85,17.5,牛勢,⏳ 觀望,能源
IONS,72.24,64.59,74.72,-43.75,75.0,反彈,⏳ 觀望,醫療
IOSP,74.9,65.41,0.0,-23.54,80.0,逆轉,⏳ 觀望,Basic Materials
IPAC,80.48,74.35,63.14,-15.89,75.0,反彈,⏳ 觀望,指數基金
IPGP,115.08,44.31,62.1,-55.83,105.0,牛勢,⏳ 觀望,科技
IPO,49.1,74.7,0.0,-27.6,35.0,牛勢,⏳ 觀望,指數基金
IPX,32.67,40.23,69.12,-77.9,15.0,牛勢,⏳ 觀望,Basic Materials
IQLT,49.69,78.86,69.55,-13.57,53.0,反彈,⏳ 觀望,指數基金
IRON,68.79,72.61,72.51,-54.86,65.0,牛勢,⏳ 觀望,醫療
IRS,14.96,58.78,60.42,-50.85,7.5,反彈,⏳ 觀望,Real Estate
IRTC,125.99,58.13,60.4,-43.21,110.0,逆轉,⏳ 觀望,醫療
ISPY,46.46,54.42,64.99,-11.37,44.0,逆轉,⏳ 觀望,指數基金
IT,148.72,61.44,72.81,-52.88,140.0,逆轉,⏳ 觀望,科技
ITB,99.32,66.91,65.52,-28.53,100.0,逆轉,⏳ 觀望,指數基金
ITGR,85.35,78.34,58.04,-46.92,65.0,止跌回升,⏳ 觀望,醫療
ITRN,58.02,61.58,0.0,-31.4,70.0,牛勢,⏳ 觀望,科技
ITT,217.06,74.01,61.73,-28.33,210.0,牛勢,⏳ 觀望,工業
ITW,269.79,70.1,70.63,-19.98,300.0,反彈,⏳ 觀望,工業
ITWO,43.4,65.91,0.0,-18.32,45.0,逆轉,⏳ 觀望,指數基金
IUSB,46.47,56.64,66.48,-3.61,37.0,止跌回升,⏳ 觀望,指數基金
IUSV,104.7,63.28,66.61,-10.54,93.0,反彈,⏳ 觀望,指數基金
IVE,219.98,55.37,62.22,-10.32,210.0,反彈,⏳ 觀望,指數基金
IVOG,126.75,65.2,0.0,-17.14,111.0,逆轉,⏳ 觀望,指數基金
IVV,718.41,52.8,65.98,-12.26,672.5,逆轉,⏳ 觀望,指數基金
IVW,130.44,58.71,61.06,-16.09,70.0,逆轉,⏳ 觀望,指數基金
IVZ,25.48,65.75,66.8,-33.93,21.0,牛勢,⏳ 觀望,金融
IWC,179.5,75.24,68.76,-22.99,162.0,逆轉,⏳ 觀望,指數基金
IWM,277.21,66.92,64.3,-19.07,270.0,逆轉,⏳ 觀望,指數基金
IWMI,50.88,57.97,61.42,-14.69,49.0,逆轉,⏳ 觀望,指數基金
IWN,207.67,68.77,53.75,-17.84,188.0,逆轉,⏳ 觀望,指數基金
IWO,357.71,66.88,49.77,-21.01,280.0,逆轉,⏳ 觀望,指數基金
IWV,406.65,68.97,39.02,-12.52,370.0,逆轉,⏳ 觀望,指數基金
IXN,120.97,60.91,75.83,-20.89,105.0,牛勢,⏳ 觀望,指數基金
IXUS,92.54,43.18,61.54,-14.29,97.0,逆轉,⏳ 觀望,指數基金
IYG,87.4,37.97,92.26,-15.78,87.0,逆轉,⏳ 觀望,指數基金
IYM,184.27,56.17,72.68,-17.79,200.0,逆轉,⏳ 觀望,指數基金
IYR,100.82,48.16,61.37,-13.19,99.0,逆轉,⏳ 觀望,指數基金
IYT,81.6,35.64,63.63,-20.44,77.0,逆轉,⏳ 觀望,指數基金
J,125.8,75.38,70.89,-29.11,110.0,反彈,⏳ 觀望,工業
JANX,15.23,53.41,61.63,-94.06,15.0,牛勢,⏳ 觀望,醫療
JAZZ,201.22,35.74,63.86,-36.81,170.0,牛勢,⏳ 觀望,醫療
JBIO,26.82,68.66,55.87,-234.25,15.0,牛勢,⏳ 觀望,醫療
JBLU,4.96,63.19,59.84,-59.79,4.0,牛勢,⏳ 觀望,工業
JBSS,78.46,68.68,0.0,-29.89,70.0,逆轉,⏳ 觀望,Consumer Defensive
JCPB,46.84,79.34,59.46,-3.7,47.0,止跌回升,⏳ 觀望,指數基金
JCPI,47.18,17.64,87.13,-3.03,40.0,止跌回升,⏳ 觀望,指數基金
JEPI,57.14,73.45,69.57,-7.92,56.0,止跌回升,⏳ 觀望,指數基金
JEPQ,59.08,75.56,63.29,-11.73,54.0,逆轉,⏳ 觀望,指數基金
JHG,51.58,61.5,49.28,-23.82,45.0,反彈,⏳ 觀望,金融
JHMM,70.69,71.52,61.87,-14.37,59.0,逆轉,⏳ 觀望,指數基金
JKHY,151.07,57.26,64.55,-23.18,150.0,止跌回升,⏳ 觀望,科技
JNK,96.94,64.01,65.18,-3.96,95.0,止跌回升,⏳ 觀望,指數基金
JOE,71.3,61.16,35.9,-29.35,55.0,牛勢,⏳ 觀望,房地產
JSMD,79.27,66.42,52.24,-21.11,66.0,逆轉,⏳ 觀望,指數基金
JSML,73.88,73.59,0.0,-20.91,65.0,牛勢,⏳ 觀望,指數基金
JXI,87.37,70.44,0.0,-12.09,82.0,反彈,⏳ 觀望,指數基金
JXN,114.3,53.24,62.37,-31.08,105.0,逆轉,⏳ 觀望,金融
JXX,27.04,68.56,0.0,-19.44,17.0,牛勢,⏳ 觀望,指數基金
KAI,316.12,39.12,66.45,-35.93,290.0,逆轉,⏳ 觀望,工業
KALV,19.18,62.04,57.98,-61.23,22.5,牛勢,⏳ 觀望,醫療
KARS,35.74,79.76,98.26,-24.92,34.0,逆轉,⏳ 觀望,指數基金
KB,106.82,65.8,75.99,-35.5,100.0,逆轉,⏳ 觀望,金融
KBA,32.57,70.4,0.0,-16.63,21.0,逆轉,⏳ 觀望,指數基金
KBE,64.38,82.5,76.12,-21.88,56.0,逆轉,⏳ 觀望,指數基金
KBH,55.44,63.95,65.59,-35.33,45.0,逆轉,⏳ 觀望,消費
KBWD,13.12,51.49,60.61,-15.38,13.0,逆轉,⏳ 觀望,指數基金
KBWY,16.67,71.42,24.5,-16.18,15.0,逆轉,⏳ 觀望,指數基金
KD,13.6,69.91,57.43,-92.14,11.0,牛勢,⏳ 觀望,科技
KDP,28.18,66.78,62.38,-27.75,25.0,逆轉,⏳ 觀望,防禦性消費
KE,27.16,79.27,0.0,-52.52,17.5,牛勢,⏳ 觀望,工業
KFRC,37.1,77.33,68.56,-61.91,25.0,牛勢,⏳ 觀望,工業
KFY,66.12,66.28,62.68,-26.83,50.0,逆轉,⏳ 觀望,工業
KGRN,28.74,60.85,0.0,-22.95,17.0,反彈,⏳ 觀望,指數基金
KIE,57.78,75.58,64.43,-16.18,55.0,反彈,⏳ 觀望,指數基金
KLAC,1899.9,68.4,51.88,-44.62,1620.0,牛勢,⏳ 觀望,科技
KLIP,26.46,70.82,0.0,-14.82,26.0,止跌回升,⏳ 觀望,指數基金
KMB,98.55,64.13,64.96,-25.0,95.0,反彈,⏳ 觀望,Consumer Defensive
KMI,30.95,73.33,68.25,-19.47,29.0,反彈,⏳ 觀望,能源
KMPR,33.15,60.74,56.06,-41.02,30.0,逆轉,⏳ 觀望,金融
KMX,38.1,56.94,62.54,-53.94,37.5,止跌回升,⏳ 觀望,消費
KNCT,148.88,84.63,0.0,-18.61,123.0,牛勢,⏳ 觀望,指數基金
KNF,89.0,71.34,65.73,-45.4,80.0,牛勢,⏳ 觀望,Basic Materials
KNOP,10.82,67.79,0.0,-36.66,10.0,牛勢,⏳ 觀望,能源
KNSL,327.86,76.88,74.03,-32.0,350.0,止跌回升,⏳ 觀望,金融
KNTK,47.7,67.97,52.64,-36.31,35.0,牛勢,⏳ 觀望,能源
KNX,64.69,73.1,59.03,-37.1,42.5,牛勢,⏳ 觀望,工業
KOD,44.09,68.15,62.3,-124.26,35.0,牛勢,⏳ 觀望,醫療
KOF,100.86,69.84,72.24,-25.32,95.0,逆轉,⏳ 觀望,防禦性消費
KOP,41.37,64.77,0.0,-36.57,25.0,牛勢,⏳ 觀望,原物料
KPDD,8.09,89.97,0.0,-67.48,8.0,止跌回升,⏳ 觀望,指數基金
KR,65.86,62.98,56.1,-26.43,65.0,反彈,⏳ 觀望,Consumer Defensive
KRC,32.6,62.69,67.93,-27.19,27.5,牛勢,⏳ 觀望,Real Estate
KRE,69.99,80.14,59.84,-23.58,63.0,逆轉,⏳ 觀望,指數基金
KROP,34.3,76.13,0.0,-15.86,30.0,止跌回升,⏳ 觀望,指數基金
KRYS,272.48,53.67,65.63,-41.05,260.0,逆轉,⏳ 觀望,醫療
KSA,38.98,78.54,65.63,-16.46,37.0,反彈,⏳ 觀望,指數基金
KSPY,29.11,11.06,98.67,-6.97,19.0,反彈,⏳ 觀望,指數基金
KSS,15.26,61.49,63.49,-81.56,12.5,牛勢,⏳ 觀望,消費
KT,21.3,60.27,60.74,-20.93,20.0,止跌回升,⏳ 觀望,通訊
KTB,69.55,75.86,72.92,-45.94,50.0,牛勢,⏳ 觀望,消費
KTEC,13.96,45.17,96.77,-27.39,5.0,止跌回升,⏳ 觀望,指數基金
KVLE,26.86,67.38,0.0,-11.13,16.0,逆轉,⏳ 觀望,指數基金
KWR,140.76,70.1,30.09,-39.96,130.0,牛勢,⏳ 觀望,Basic Materials
KYMR,86.69,66.54,62.73,-68.61,80.0,牛勢,⏳ 觀望,醫療
L,111.23,80.94,68.07,-14.41,105.0,反彈,⏳ 觀望,金融
LABU,184.5,67.37,62.27,-75.94,175.0,牛勢,⏳ 觀望,指數基金
LAD,276.95,65.02,56.83,-31.37,260.0,逆轉,⏳ 觀望,消費
LAND,9.86,67.25,61.04,-29.32,10.0,止跌回升,⏳ 觀望,Real Estate
LAZ,49.29,65.06,54.03,-36.36,44.0,牛勢,⏳ 觀望,金融
LB,69.42,48.45,63.32,-60.54,65.0,牛勢,⏳ 觀望,能源
LBRDK,40.59,64.83,56.22,-49.38,35.0,止跌回升,⏳ 觀望,通訊
LBRT,32.51,62.85,54.3,-59.99,25.0,牛勢,⏳ 觀望,能源
LC,19.7,45.19,65.83,-55.04,14.0,牛勢,⏳ 觀望,金融
LCID,5.96,61.6,61.71,-73.46,5.0,止跌回升,⏳ 觀望,消費
LCII,120.0,44.58,60.04,-32.35,110.0,止跌回升,⏳ 觀望,消費
LEA,125.62,67.89,78.89,-31.81,100.0,逆轉,⏳ 觀望,消費
LECO,261.31,70.19,60.96,-26.74,250.0,逆轉,⏳ 觀望,工業
LEGH,21.48,87.66,0.0,-34.09,20.0,逆轉,⏳ 觀望,消費
LEN,93.5,73.82,62.55,-35.84,85.0,逆轉,⏳ 觀望,消費
LENZ,9.74,76.48,60.63,-80.6,10.0,牛勢,⏳ 觀望,醫療
LEU,222.04,63.69,55.53,-91.89,185.0,牛勢,⏳ 觀望,能源
LGIH,45.38,73.36,64.98,-58.08,40.0,牛勢,⏳ 觀望,消費
LGND,241.67,69.43,77.77,-34.0,190.0,牛勢,⏳ 觀望,醫療
LH,263.4,71.56,58.9,-23.38,240.0,止跌回升,⏳ 觀望,醫療
LI,17.96,65.69,56.55,-37.96,16.0,反彈,⏳ 觀望,消費
LIF,44.38,75.64,74.6,-67.24,50.0,逆轉,⏳ 觀望,科技
